Date,RegionName,State,Metro,County,City,SizeRank,Zri,MoM,QoQ,YoY,ZriRecordCnt
8/31/2017,30331,GA,Atlanta,Fulton,Atlanta,246,1225,0.008230453,0.019134775,0.032013479,16864
8/31/2017,20878,MD,Washington,Montgomery,Gaithersburg,247,2444,0,-0.00204165,0.004521167,20931
8/31/2017,30080,GA,Atlanta,Cobb,Smyrna,248,1475,0.010273973,0.025017373,0.030747729,15812
8/31/2017,92627,CA,Los Angeles-Long Beach-Anaheim,Orange,Costa Mesa,249,3085,0.005213425,0.024916944,0.046472185,12487
8/31/2017,33311,FL,Miami-Fort Lauderdale,Broward,Fort Lauderdale,250,1552,0.000644745,0.002583979,0.01305483,19414
8/31/2017,27858,NC,Greenville,Pitt,Greenville,251,1099,0,-0.009017133,-0.026572188,16100
8/31/2017,30188,GA,Atlanta,Cherokee,Woodstock,252,1449,0.00138217,0.00625,0.021861777,23114
8/31/2017,10021,NY,New York,New York,New York,253,3691,0.007094134,0.020458944,-0.01913367,20712
8/31/2017,2155,MA,Boston,Middlesex,Medford,254,2429,-0.002464066,-0.009380098,0.020588235,17547
8/31/2017,37130,TN,Nashville,Rutherford,Murfreesboro,255,1265,-0.001578532,0.000791139,0.017699115,16030
8/31/2017,90011,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,256,2358,0.00255102,0.017256255,0.118595825,10651
8/31/2017,87121,NM,Albuquerque,Bernalillo,Albuquerque,257,1091,-0.001829826,-0.008181818,-0.000915751,20054
8/31/2017,43701,OH,Zanesville,Muskingum,Zanesville,258,867,0.026035503,0.048367594,0.08375,20607
8/31/2017,32256,FL,Jacksonville,Duval,Jacksonville,259,1249,0.003212851,0.005636071,0.006446414,13581
8/31/2017,33027,FL,Miami-Fort Lauderdale,Broward,Miramar,260,1939,-0.005641026,-0.012226184,-0.054607509,29398
8/31/2017,23666,VA,Virginia Beach,Hampton City,Hampton,261,1275,0,-0.000783699,-0.00390625,15577
8/31/2017,19124,PA,Philadelphia,Philadelphia,Philadelphia,262,1056,0.011494253,0.019305019,0.045544554,20394
8/31/2017,90025,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,263,3583,0.003360403,0.011289867,0.002237762,10303
8/31/2017,30022,GA,Atlanta,Fulton,Johns Creek,264,2242,-0.003998223,-0.006205674,0.016780045,20976
8/31/2017,90027,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,265,3914,-0.00254842,0.007983518,0.02810612,6759
8/31/2017,11218,NY,New York,Kings,New York,266,2265,0.002212389,-0.004395604,-0.012641674,11984
8/31/2017,58103,ND,Fargo,Cass,Fargo,267,1339,0.012859304,0.02605364,0.021357742,9752
8/31/2017,33064,FL,Miami-Fort Lauderdale,Broward,Pompano Beach,268,1566,0.003203075,0.004490058,0.014248705,21266
8/31/2017,34135,FL,Fort Myers,Lee,Bonita Springs,269,2141,-0.01108545,-0.03471596,0.040836169,21662
8/31/2017,30040,GA,Atlanta,Forsyth,Cumming,270,1659,0.004845548,0.007897934,0.004237288,19659
8/31/2017,79938,TX,El Paso,El Paso,El Paso,271,1092,0,-0.005464481,-0.016216216,20679
8/31/2017,32218,FL,Jacksonville,Duval,Jacksonville,272,1234,0.001623377,0.005704971,0.031772575,17135
8/31/2017,77845,TX,College Station,Brazos,College Station,273,1687,-0.012873025,-0.031572905,-0.029902243,18757
8/31/2017,33063,FL,Miami-Fort Lauderdale,Broward,Margate,274,1443,-0.000692521,-0.00276434,0.008385744,24274
8/31/2017,44077,OH,Cleveland,Lake,Painesville,275,1182,0.00084674,-0.001689189,-0.01582015,21631
8/31/2017,77082,TX,Houston,Harris,Houston,276,1436,0.00349406,0.011267606,-0.013058419,10925
8/31/2017,43026,OH,Columbus,Franklin,Hilliard,277,1520,0.00462657,0.020134228,0.022192334,20978
8/31/2017,23452,VA,Virginia Beach,Virginia Beach City,Virginia Beach,278,1462,0.002743484,-0.006118287,0.003431709,18659
8/31/2017,30052,GA,Atlanta,Walton,Loganville,279,1385,0.005809731,0.022140221,0.035901272,20667
8/31/2017,10701,NY,New York,Westchester,Yonkers,280,2274,-0.009581882,-0.018981881,-0.00742034,7978
8/31/2017,90731,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,281,2483,0.004856333,0.016789517,0.053904924,12487
8/31/2017,27587,NC,Raleigh,Wake,Wake Forest,282,1618,0.001857585,0.005593536,0.02340291,22275
8/31/2017,33313,FL,Miami-Fort Lauderdale,Broward,Lauderhill,283,1283,0.004698512,0.007064364,0.027221777,20980
8/31/2017,80634,CO,Greeley,Weld,Greeley,284,1576,0.007028754,0.01285347,0.001270648,20052
8/31/2017,34711,FL,Orlando,Lake,Clermont,285,1502,0.002670227,0.004682274,0.032302405,21267
8/31/2017,91335,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Los Angeles,286,2623,0.007683442,0.017455392,0.029434851,16096
8/31/2017,71913,AR,Hot Springs,Garland,Hot Springs,287,1086,0.010232558,0.059512195,0.023562677,16261
8/31/2017,38401,TN,Nashville,Maury,Columbia,288,1249,0.015447154,0.058474576,0.147977941,24373
8/31/2017,97402,OR,Eugene,Lane,Eugene,289,1308,0.00770416,0.026687598,0.07654321,12548
8/31/2017,95123,CA,San Jose,Santa Clara,San Jose,290,3279,0.003980404,0.010789149,-0.005761067,18095
8/31/2017,60616,IL,Chicago,Cook,Chicago,291,1739,0.011634671,0.032660333,-0.041345094,18679
8/31/2017,32174,FL,Daytona Beach,Volusia,Ormond Beach,292,1502,0.004010695,0.015551048,0.034435262,18370
8/31/2017,75206,TX,Dallas-Fort Worth,Dallas,Dallas,293,2014,-0.005923001,-0.003956479,0.043523316,9218
8/31/2017,94544,CA,San Francisco,Alameda,Hayward,294,2687,0.007499063,0.016263238,0.045118631,14410
8/31/2017,30041,GA,Atlanta,Forsyth,Cumming,295,1864,0.003229279,0.017467249,-0.005866667,20013
8/31/2017,2360,MA,Boston,Plymouth,Plymouth,296,1945,-0.00511509,-0.01817264,-0.025062657,23479
8/31/2017,20001,DC,Washington,District of Columbia,Washington,297,2908,-0.003085362,0.001032702,0.018920813,13171
8/31/2017,43228,OH,Columbus,Franklin,Columbus,298,1032,0.002915452,0.016748768,0.046653144,14381
8/31/2017,93550,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Palmdale,299,1624,0.008069522,0.031111111,0.089932886,17242
8/31/2017,89052,NV,Las Vegas,Clark,Henderson,300,1775,0.005665722,0.016609393,0.008522727,21594
8/31/2017,30318,GA,Atlanta,Fulton,Atlanta,301,1344,0.011286682,0.041860465,0.083870968,15778
8/31/2017,11208,NY,New York,Kings,New York,302,2194,-0.004988662,-0.022717149,-0.014818141,10358
8/31/2017,21215,MD,Baltimore,Baltimore City,Baltimore,303,1252,-0.002390438,-0.01027668,-0.041347626,18793
8/31/2017,75150,TX,Dallas-Fort Worth,Dallas,Mesquite,304,1395,0.005767844,0.018991965,0.068147014,13951
8/31/2017,72401,AR,Jonesboro,Craighead,Jonesboro,305,1019,0.001966568,0.011916584,0.012922465,16655
8/31/2017,94509,CA,San Francisco,Contra Costa,Antioch,306,2052,0.005389515,0.015841584,0.056642636,18464
8/31/2017,63123,MO,St. Louis,Saint Louis,Affton,307,1152,-0.000867303,0.00173913,0.037837838,19806
8/31/2017,95747,CA,Sacramento,Placer,Roseville,308,2195,0.003657979,0.016674386,0.046733429,20203
8/31/2017,77057,TX,Houston,Harris,Houston,309,1672,-0.003575685,-0.014150943,-0.053763441,10975
8/31/2017,93309,CA,Bakersfield,Kern,Bakersfield,310,1237,0.008149959,0.024006623,0.001619433,16250
8/31/2017,89123,NV,Las Vegas,Clark,Las Vegas,311,1349,0.003720238,0.008975318,0.044117647,21156
8/31/2017,20147,VA,Washington,Loudoun,Ashburn,312,2431,0.001648125,0.00787728,0.028341794,18617
8/31/2017,40601,KY,Frankfort,Franklin,Frankfort,313,1001,0.007042254,0.019348269,0.108527132,16528
8/31/2017,19446,PA,Philadelphia,Montgomery,Lansdale,314,1898,0.00264131,0.01769437,0.016059957,17345
8/31/2017,8831,NJ,New York,Middlesex,Monroe Township,315,2261,0.005335705,0.016179775,0.034309241,22539
8/31/2017,43068,OH,Columbus,Franklin,Reynoldsburg,316,1286,0.0046875,0.005473026,0.0046875,15704
8/31/2017,34953,FL,Port St. Lucie,Saint Lucie,Port Saint Lucie,317,1470,0.008922443,0.020833333,0.035211268,25761
8/31/2017,7087,NJ,New York,Hudson,Union City,318,2145,0.009887006,0.03373494,-0.012885412,9186
8/31/2017,78501,TX,McAllen,Hidalgo,McAllen,319,1034,-0.006724304,-0.027281279,-0.076785714,15673
8/31/2017,35242,AL,Birmingham,Jefferson,Hoover,320,2030,-0.003436426,0.022155086,0.091397849,17624
8/31/2017,95687,CA,Vallejo,Solano,Vacaville,321,1984,0.008642603,0.02110139,0.058697972,17259
8/31/2017,45601,OH,Chillicothe,Ross,Chillicothe,322,1015,0.004950495,0.012974052,0.022155086,14914
8/31/2017,94122,CA,San Francisco,San Francisco,San Francisco,323,4160,0.002651241,0.005559584,-0.066217733,14323
8/31/2017,75056,TX,Dallas-Fort Worth,Denton,The Colony,324,1752,0.004011461,0.005163511,0.010380623,15971
8/31/2017,29072,SC,Columbia,Lexington,Lexington,325,1437,0.012684989,0.037545126,0.034557235,18688
8/31/2017,91710,CA,Riverside,San Bernardino,Chino,326,2183,0.005990783,0.016767583,0.043998087,17695
8/31/2017,27713,NC,Durham,Durham,Durham,327,1462,0.008275862,0.016689847,0.025245442,15691
8/31/2017,23223,VA,Richmond,Richmond City,Richmond,328,1125,0.004464286,0.011690647,0.03974122,15422
8/31/2017,60453,IL,Chicago,Cook,Oak Lawn,329,1582,0.000632511,0.011508951,0.023285899,24119
8/31/2017,7302,NJ,New York,Hudson,Jersey City,330,2671,-0.004843517,-0.000748223,-0.028727273,17123
8/31/2017,60641,IL,Chicago,Cook,Chicago,331,1795,-0.001112966,0.008993817,0.014697569,13121
8/31/2017,93535,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Lancaster,332,1627,0.01181592,0.038289726,0.101557211,18395
8/31/2017,60622,IL,Chicago,Cook,Chicago,333,2087,0.000959233,0.009675859,-0.004768717,16574
8/31/2017,32225,FL,Jacksonville,Duval,Jacksonville,334,1432,0.00280112,0.012014134,0.049084249,19041
8/31/2017,93536,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Lancaster,335,1998,0.008581524,0.021472393,0.087642896,20319
8/31/2017,93257,CA,Visalia,Tulare,Porterville,336,1136,-0.000879507,0.002647838,0.041246563,17456
8/31/2017,23451,VA,Virginia Beach,Virginia Beach City,Virginia Beach,337,1693,0.001182732,0.004151839,-0.006455399,19520
8/31/2017,93727,CA,Fresno,Fresno,Fresno,338,1318,0.005339436,0.009961686,0.031298905,16445
8/31/2017,28078,NC,Charlotte,Mecklenburg,Huntersville,339,1630,0.000613874,0.004932182,0.021943574,22545
8/31/2017,14221,NY,Buffalo,Erie,Amherst,340,1813,-0.007119387,0.01228364,0.028944381,18042
8/31/2017,19120,PA,Philadelphia,Philadelphia,Philadelphia,341,1080,0.015992474,0.03250478,0.050583658,19927
8/31/2017,48823,MI,Lansing,Ingham,East Lansing,342,1585,0.012132822,0.01342711,0.053856383,9932
8/31/2017,93306,CA,Bakersfield,Kern,Bakersfield,343,1245,0.007281553,0.01965602,0.017156863,18016
8/31/2017,32828,FL,Orlando,Orange,Orlando,344,1694,0.004149378,0.008333333,0.04503393,17881
8/31/2017,60660,IL,Chicago,Cook,Chicago,345,1546,0,0.005855563,-0.020278834,14561
8/31/2017,76116,TX,Dallas-Fort Worth,Tarrant,Fort Worth,346,1397,0.005035971,0.009393064,0.041759881,11125
8/31/2017,2301,MA,Boston,Plymouth,Brockton,347,1798,-0.007726269,0.002229654,0.061393152,14009
8/31/2017,80525,CO,Fort Collins,Larimer,Fort Collins,348,1758,-0.001703578,-0.002836075,-0.025498891,17987
8/31/2017,33321,FL,Miami-Fort Lauderdale,Broward,Tamarac,349,1517,0.002643754,0.003306878,0.012683578,25147
8/31/2017,55901,MN,Rochester,Olmsted,Rochester,350,1365,-0.001463058,0.001467351,0.00886918,18961
8/31/2017,19720,DE,Philadelphia,New Castle,New Castle,351,1278,0.001567398,0.00392773,0.020766773,18694
8/31/2017,30135,GA,Atlanta,Douglas,Douglasville,352,1231,0.006541292,0.021576763,0.047659574,22036
8/31/2017,22204,VA,Washington,Arlington,Arlington,353,2410,0.00500417,0.016448756,0.066371681,11252
8/31/2017,11204,NY,New York,Kings,New York,354,2223,-0.00447828,-0.013753327,0.005882353,10854
8/31/2017,80015,CO,Denver,Arapahoe,Centennial,355,2101,0.002385496,0.01253012,0.002385496,21771
8/31/2017,95758,CA,Sacramento,Sacramento,Elk Grove,356,1751,0.006900518,0.008059873,0.045997611,19310
8/31/2017,19020,PA,Philadelphia,Bucks,Bensalem,357,1671,0.000598802,0.001198322,0.011501211,14223
8/31/2017,30127,GA,Atlanta,Cobb,Powder Springs,358,1365,0.007380074,0.017897092,0.046779141,22470
8/31/2017,60056,IL,Chicago,Cook,Mount Prospect,359,2009,0.007522568,0.014134276,0.045265349,18283
8/31/2017,21122,MD,Baltimore,Anne Arundel,Pasadena,360,1901,-0.000525762,0.003695882,0.004756871,24331
8/31/2017,27707,NC,Durham,Durham,Durham,361,1335,0.001500375,0.00678733,0.038102644,12355
8/31/2017,10032,NY,New York,New York,New York,362,2812,0.005003574,0.016263101,0.008608321,5795
8/31/2017,21222,MD,Baltimore,Baltimore,Dundalk,363,1444,0,0.000693001,0.038102085,19297
8/31/2017,20874,MD,Washington,Montgomery,Germantown,364,1801,0.002225932,0.001668521,0.005583473,19687
8/31/2017,11219,NY,New York,Kings,New York,365,2280,-0.004801397,-0.01255955,0.013783904,8851
8/31/2017,33319,FL,Miami-Fort Lauderdale,Broward,Lauderhill,366,1344,0.001490313,0.004484305,0.025954198,23844
8/31/2017,85282,AZ,Phoenix,Maricopa,Tempe,367,1428,0.007052186,0.026599569,0.040816327,14953
8/31/2017,60085,IL,Chicago,Lake,Waukegan,368,1274,0.000785546,0.002360346,0.000785546,13657
8/31/2017,95076,CA,Santa Cruz,Santa Cruz,Watsonville,369,2694,0.013544018,0.036153846,0.055229142,12917
8/31/2017,77840,TX,College Station,Brazos,College Station,370,1422,-0.013185288,-0.028688525,-0.017277125,7800
8/31/2017,33467,FL,Miami-Fort Lauderdale,Palm Beach,Greenacres,371,2084,0.000480077,0.011650485,0.03992016,23538
8/31/2017,89031,NV,Las Vegas,Clark,North Las Vegas,372,1244,0.006472492,0.023868313,0.043624161,23320
8/31/2017,94538,CA,San Francisco,Alameda,Fremont,373,3028,0.004978427,0.011018364,0.007989348,14496
8/31/2017,42101,KY,Bowling Green,Warren,Bowling Green,374,1004,0.007021063,0.004,0.014141414,10331
8/31/2017,93307,CA,Bakersfield,Kern,Bakersfield,375,1143,0.000875657,0.004393673,0.02236136,16617
8/31/2017,31907,GA,Columbus,Muscogee,Columbus,376,795,-0.003759398,-0.00625,-0.003759398,19069
8/31/2017,60615,IL,Chicago,Cook,Chicago,377,1480,0,0.009549795,0.017182131,10921
8/31/2017,29730,SC,Charlotte,York,Rock Hill,378,1086,-0.000919963,0.001845018,0.026465028,16985
8/31/2017,33157,FL,Miami-Fort Lauderdale,Miami-Dade,Village of Palmetto Bay,379,1999,0.000500501,0.002507523,0.005027652,21874
8/31/2017,98133,WA,Seattle,King,Shoreline,380,2268,0.005319149,0.014765101,0.029972752,14257
8/31/2017,94541,CA,San Francisco,Alameda,Hayward,381,2698,0.005965697,0.016578749,0.036894696,14924
8/31/2017,29223,SC,Columbia,Richland,Columbia,382,1096,0.006427916,0.013876041,0.000913242,14980
8/31/2017,28601,NC,Hickory,Catawba,Hickory,383,1151,0.014096916,0.024021352,0.138476756,20847
8/31/2017,11225,NY,New York,Kings,New York,384,2299,0.003491925,-0.012457045,-0.013728014,7270
8/31/2017,32792,FL,Orlando,Seminole,Goldenrod,385,1460,0.007591442,0.011781012,0.033262562,14419
8/31/2017,90802,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,Long Beach,386,1966,0.008205128,0.022360894,0.060982191,11529
8/31/2017,11213,NY,New York,Kings,New York,387,2319,0.001727862,-0.005148005,-0.003865979,7031
8/31/2017,31419,GA,Savannah,Chatham,Savannah,388,1218,0.007444169,0.015,0.009950249,15901
8/31/2017,63021,MO,St. Louis,Saint Louis,Ballwin,389,1557,0.011038961,0.016982364,0.014332248,21263
8/31/2017,73160,OK,Oklahoma City,Cleveland,Moore,390,1096,-0.005444646,-0.011722272,-0.041958042,20939
8/31/2017,95035,CA,San Jose,Santa Clara,Milpitas,391,3272,-0.000610874,0.001530456,-0.015051174,16869
8/31/2017,78249,TX,San Antonio,Bexar,San Antonio,392,1460,0.004126547,0.004126547,0.028893587,14255
8/31/2017,11368,NY,New York,Queens,New York,393,2309,0.006977758,0.017628911,0.006538797,10062
8/31/2017,75043,TX,Dallas-Fort Worth,Dallas,Garland,394,1468,0.006858711,0.012413793,0.052329749,17289
8/31/2017,92115,CA,San Diego,San Diego,San Diego,395,2309,0.002605297,0.009178322,0.056267155,13651
8/31/2017,29445,SC,Charleston,Berkeley,Goose Creek,396,1327,-0.003005259,0.009893455,0.052339413,17503
8/31/2017,14580,NY,Rochester,Monroe,Town of Webster,397,1717,0.003506721,-0.0109447,0.041237113,17141
8/31/2017,27284,NC,Winston-Salem,Forsyth,Kernersville,398,1211,0.008326395,0.028013582,0.035928144,18693
8/31/2017,63129,MO,St. Louis,Saint Louis,Oakville,399,1382,0.003631082,0.003631082,0.05095057,19795
8/31/2017,92104,CA,San Diego,San Diego,San Diego,400,2401,0.003343084,0.010521886,0.071875,11764
8/31/2017,29464,SC,Charleston,Charleston,Mount Pleasant,401,2440,-0.003674969,-0.003674969,0.033898305,19342
8/31/2017,70726,LA,Baton Rouge,Livingston,Denham Springs,402,1361,0.00147167,0.002947679,0.007401925,16064
8/31/2017,20020,DC,Washington,District of Columbia,Washington,403,2010,0.012594458,0.023942944,0.032357473,10491
8/31/2017,90631,CA,Los Angeles-Long Beach-Anaheim,Orange,La Habra,404,2662,0.000375799,0.008715423,0.054257426,16448
8/31/2017,6516,CT,New Haven,New Haven,West Haven,405,1637,-0.003651856,-0.007277138,0.018668326,15373
8/31/2017,85022,AZ,Phoenix,Maricopa,Phoenix,406,1401,0.004301075,0.018909091,0.048652695,14276
8/31/2017,93274,CA,Visalia,Tulare,Tulare,407,1163,-0.000859107,-0.005982906,0.026478376,17820
8/31/2017,11203,NY,New York,Kings,New York,408,2180,-0.00228833,-0.017575484,0.017265516,11186
8/31/2017,85204,AZ,Phoenix,Maricopa,Mesa,409,1238,0.00242915,0.010612245,0.034252297,15156
8/31/2017,85301,AZ,Phoenix,Maricopa,Glendale,410,1079,0.01314554,0.03451582,0.041505792,11347
8/31/2017,92646,CA,Los Angeles-Long Beach-Anaheim,Orange,Huntington Beach,411,3225,0.00812754,0.030022357,0.044365285,19979
8/31/2017,93230,CA,Hanford,Kings,Hanford,412,1186,-0.005033557,-0.004198153,-0.010842369,16135
8/31/2017,30909,GA,Augusta,Richmond,Augusta,413,1044,0.005780347,0.007722008,0.016553067,12979
8/31/2017,30004,GA,Atlanta,Fulton,Milton,414,2196,0.006416132,0.015256588,0.019025522,20337
8/31/2017,75002,TX,Dallas-Fort Worth,Collin,Allen,415,1862,0.002152853,0.004856989,0.020833333,21062
8/31/2017,1960,MA,Boston,Essex,Peabody,416,2350,-0.000425351,0.011622901,0.06672719,14671
8/31/2017,94587,CA,San Francisco,Alameda,Union City,417,3089,0.008159269,0.022170748,0.025905015,17820
8/31/2017,30906,GA,Augusta,Richmond,Augusta,418,803,-0.001243781,0,-0.025485437,19180
8/31/2017,92647,CA,Los Angeles-Long Beach-Anaheim,Orange,Huntington Beach,419,3005,0.003004005,0.014517218,0.028405202,13210
8/31/2017,66061,KS,Kansas City,Johnson,Olathe,420,1579,0.000633714,0.00317662,0.02002584,18762
8/31/2017,31088,GA,Warner Robins,Houston,Warner Robins,421,1017,0.013958126,0.020060181,0.011940299,17377
8/31/2017,92630,CA,Los Angeles-Long Beach-Anaheim,Orange,Lake Forest,422,2974,0.004051317,0.007111412,0.021642047,17850
8/31/2017,95051,CA,San Jose,Santa Clara,Santa Clara,423,3547,0.00311086,0.00824332,0.001411632,13843
8/31/2017,98115,WA,Seattle,King,Seattle,424,2819,0.004632929,0.020267825,0.034875184,18358
8/31/2017,11220,NY,New York,Kings,New York,425,2276,-0.001754386,0.001319842,0.015165031,9423
8/31/2017,77083,TX,Houston,Fort Bend,Mission Bend,426,1434,0,0.004201681,-0.011034483,18682
8/31/2017,85008,AZ,Phoenix,Maricopa,Phoenix,427,1187,0.002533784,0.012798635,0.024158758,10595
8/31/2017,32608,FL,Gainesville,Alachua,Gainesville,428,1352,-0.004418262,-0.002214022,0.057075841,12062
8/31/2017,97045,OR,Portland,Clackamas,Oregon City,429,1964,0,-0.001017294,0.039703547,18060
8/31/2017,89110,NV,Las Vegas,Clark,Las Vegas,430,1111,0.008166969,0.013686131,0.039289055,17200
8/31/2017,75211,TX,Dallas-Fort Worth,Dallas,Dallas,431,1276,0.007898894,0.023255814,0.070469799,13919
8/31/2017,92376,CA,Riverside,San Bernardino,Rialto,432,1661,0.009113001,0.018393624,0.025941939,15731
8/31/2017,10031,NY,New York,New York,New York,433,3005,0.003004005,0.011103634,-0.011187891,6129
8/31/2017,33511,FL,Tampa,Hillsborough,Brandon,434,1425,0.002109705,0.00422833,0.024442847,15133
8/31/2017,95355,CA,Modesto,Stanislaus,Modesto,435,1534,0.00656168,0.024716099,0.095714286,16852
8/31/2017,36117,AL,Montgomery,Montgomery,Montgomery,436,1226,0.006568144,0.017427386,-0.007287449,18448
8/31/2017,98632,WA,Longview,Cowlitz,Longview,437,1319,0.010727969,0.016178737,0.082922824,15339
8/31/2017,21224,MD,Baltimore,Baltimore City,Baltimore,438,1411,0.00070922,0.002842928,0.002842928,21291
8/31/2017,92154,CA,San Diego,San Diego,San Diego,439,2294,0.002622378,0.011910013,0.048925469,14931
8/31/2017,33458,FL,Miami-Fort Lauderdale,Palm Beach,Jupiter,440,2174,0.005550416,0.011162791,0.006481481,20530
8/31/2017,43229,OH,Columbus,Franklin,Columbus,441,1206,0.006677796,0.013445378,0.025510204,11033
8/31/2017,34787,FL,Orlando,Orange,Winter Garden,442,1662,0.008495146,0.012180268,0.020884521,17511
8/31/2017,97401,OR,Eugene,Lane,Eugene,443,1496,-0.005980066,0.005376344,0.064768683,10100
8/31/2017,32246,FL,Jacksonville,Duval,Jacksonville,444,1245,0.004032258,0.012195122,0.030629139,16052
8/31/2017,29485,SC,Charleston,Dorchester,Summerville,445,1487,-0.003351206,-0.004685408,0.01779603,17362
8/31/2017,33414,FL,Miami-Fort Lauderdale,Palm Beach,Wellington,446,2414,-0.003303055,-0.017501018,0.041415013,22850
8/31/2017,27705,NC,Durham,Durham,Durham,447,1435,-0.000696379,-0.000696379,0.042120552,12139
8/31/2017,67401,KS,Salina,Saline,Salina,448,846,0.018050542,0.018050542,0.007142857,18304
8/31/2017,37167,TN,Nashville,Rutherford,Smyrna,449,1344,-0.002227171,-0.00591716,0.007496252,16711
